Account Name,Street Address,City,State,Country,Domain,Salesforce Account ID,Segment,Custom Attribute
Jesk Embedded AB,,,,,jesk.se,,,
Jetico,,,,,jetico.com,,,
Technolution BV,,,,,j-g.dyndns.org,,,
Mechatronik Software Atelier,,,,,jg-lab.de,,,
jhlb,,,,,jhlb.com,,,
Joint Institute for Nuclear Research,,,,,jinr.ru,,,
j-labs,,,,,j-labs.pl,,,
JMAT,,,,,jmat.biz,,,
Fox-It B.V.,,,,,joachimschipper.nl,,,
joanneum research,,,,,joanneum.at,,,
joerg ruediger,,,,,joerg-ruediger.de,,,
Johannes orgelbouw,,,,,johannus.com,,,
Private,,,,,johansenweb.dk,,,
Deere & Company,,,,,johndeere.com,,,
johnparham,,,,,johnparham.co.uk,,,
Josira,,,,,josira.fi,,,
IBJ,,,,,jossa.de,,,
JOT Automation Ltd,,,,,jotautomation.com,,,
Joy Mining Machinery,,,,,joy.co.uk,,,
JPEmbedded,,,,,jpembedded.eu,,,
Jpo Datakonsult,,,,,jpodata.com,,,
"JPS Microsystems, LLC",,,,,jpsmicro.com,,,
J. Schneider E-Technik,,,,,j-schneider.de,,,
Jtag Technologies,,,,,jtag.nl,,,
Jump Trading International,,,,,jumptrading.com,,,
T2M,,,,,junghans-defence.com,,,
Juniper,,,,,juniper.net,,,
Juniper Research,,,,,juniperresearch.com,,,
JUSTUR,,,,,justur.sk,,,
Jyvaskyla,,,,,jyu.fi,,,
Croatian Telecom,,,,,ka.t-com.hr,,,
KABA Ltd,,,,,kaba.com,,,
Geraschewski,,,,,kabelmail.de,,,
Kadaster,,,,,kadaster.nl,,,
Kongsberg Automotive,,,,,ka-group.com,,,
k ai,,,,,k-ai.at,,,
Kainos,,,,,kainos.com,,,
tallinndolls,,,,,kalamari.ee,,,
GH,,,,,kalas.gr,,,
Kaleao,,,,,kaleao.com,,,
Kallisto Consultancy,,,,,kallistoconsultancy.com,,,
KALRAY SA,,,,,kalray.eu,,,
Ul,,,,,kalvarija.fe.uni-lj.si,,,
Kandou Bus,,,,,kandou.com,,,
KAONMEDIA,,,,,kaonmedia.com,,,
Kappa Optronics,,,,,kappa.de,,,
Kappa optronics,,,,,kappa-optronics.com,,,
Karl Deutsch GmbH,,,,,karldeutsch.de,,,
KARL MAYER Textilmaschinenfabrik,,,,,karlmayer.com,,,
Private,,,,,karlsson4.se,,,
Karos Health,,,,,karoshealth.com,,,
keio.jp,,,,,karsten-reth.de,,,
TEI of West Macedonia,,,,,kastoria.teikoz.gr,,,
Brutality Technologies,,,,,kasza.hu,,,
Kawitron GmbH,,,,,kawitron.de,,,
Kayser Italia,,,,,kayser.it,,,
Kayser-Threde Gmbh,,,,,kayser-threde.com,,,
kayser threde,,,,,kayser-threde.de,,,
KBA-Metronic GmbH,,,,,kba-metronic.com,,,
"Kb-Micro, S.R.O.",,,,,kbmicro.cz,,,
Kci,,,,,kci1.com,,,
King's College London,,,,,kcl.ac.uk,,,
Key Design Electronics Ltd.,,,,,kdel.co.uk,,,
Karel de Grote-Hogeschool,,,,,kdg.be,,,
Keba Ag,,,,,keba.com,,,
kw,,,,,kehwin.com,,,
Keiba Technologies,,,,,keibatechnologies.co.uk,,,
Kenbit Sp.j.,,,,,kenbit.pl,,,
KENWITH ELECTRONICS,,,,,kenwith.eclipse.co.uk,,,
Kernkonzept,,,,,kernkonzept.com,,,
KeyASIC,,,,,keyasic.com,,,
Keymile,,,,,keymile.com,,,
Keyparts,,,,,keyparts.co.uk,,,
KeyVisions,,,,,keyvisions.it,,,
KDR IDL Khader,,,,,khader-idl.de,,,
khs-ac.de,,,,,khs-ac.de,,,
ip.accessLtd,,,,,kilgour.org,,,
killerpixel,,,,,killerpixel.de,,,
Kimball Electronics,,,,,Kimballelectronics.Com,,,
kimmitt,,,,,kimmitt.uk,,,
Kinberry,,,,,kinberry.com,,,
AGH Univ. of Science and Tech.,,,,,kinga.cyf-kr.edu.pl,,,
KUHN International Projects,,,,,k-i-p.at,,,
Kirchhoff Institute for Physics,,,,,kip.uni-heidelberg.de,,,
kiruna,,,,,kiruna.se,,,
Kiss Engineering,,,,,kiss-eng.com,,,
Kistler Automotive,,,,,kistler.com,,,
Kiwanda Embedded Systemen,,,,,kiwanda.nl,,,
Kwangju Institute of Science and Technology,,,,,kjist.ac.kr,,,
Klaric,,,,,klaric.de,,,
"LIGHT TEC/KLOE, S.A.",,,,,kloe.fr,,,
Ernst F. Kl?ber - Internationale Personalberatung,,,,,klueber-personalberatung.de,,,
Kongsberg Maritime,,,,,km.kongsberg.com,,,
United Artists,,,,,km.ru,,,
KMSD,,,,,kmsd.lt,,,
Global Media Transfer,,,,,kmstudio.se,,,
K&M Technologies,,,,,kmtech.ro,,,
KNAPP,,,,,knapp.com,,,
KnCMiner,,,,,kncminer.com,,,
Knick GmbH & Co.KG,,,,,knick.de,,,
Knorr-Bremse Group,,,,,knorr-bremse.com,,,
Knowledge and Science,,,,,knowledgeandscience.com,,,
Knowles,,,,,knowles.com,,,
Knowmade,,,,,knowmade.fr,,,
KN Systems,,,,,knsystemes.fr,,,
DE,,,,,kobanya.hu,,,
Kobler Systems,,,,,koblersystems.de,,,
KoinTech,,,,,kointech.com.pl,,,
Kolektor,,,,,kolektor.com,,,
[not provided],,,,,kom.aau.dk,,,
[not provided],,,,,kom.auc.dk,,,
KOMVEDA,,,,,komveda.lt,,,
Triax A/S,,,,,k-one.dk,,,
Szanowy Pane,,,,,konto.pl,,,
Kontron,,,,,kontron.com,,,
kontron em,,,,,kontron-em.de,,,
KOPF,,,,,kopfweb.de,,,
kopfwerk,,,,,kopf-werk.net,,,
Korg,,,,,korg.it,,,
Korusys,,,,,korusys.com,,,
Kostal,,,,,kostal.com,,,
Kostat,,,,,kostat.com,,,
Eaton Power Quality Oy,,,,,kotiposti.net,,,
Secuve,,,,,kotra.co.uk,,,
kottikas.gr,,,,,kottikas.gr,,,
Technological Educational Institute of West Macedonia,,,,,kozani.teikoz.gr,,,
KPI,,,,,kpi.kharkov.ua,,,
KPIT Technologies,,,,,kpit.com,,,
KPIT Technologies,,,,,kpitcummins.com,,,
Catena Holding B.V.,,,,,kpnplanet.nl,,,
Icelandic cancer society,,,,,krabb.is,,,
Kratos Analytical,,,,,kratos.co.uk,,,
Krebs` Engineers,,,,,krebs-engineers.de,,,
Krets-Planering AB,,,,,kretsplanering.se,,,
Kristronics,,,,,kristronics.de,,,
KROHNE,,,,,krohne.com,,,
Krohne,,,,,KROHNE.DE,,,
KROHNE-Altometer,,,,,krohne-altometer.nl,,,
Kroll Ontrack,,,,,krollontrack.de,,,
Kroma Telecom,,,,,kromatelecom.es,,,
Avago,,,,,kruimer.eu,,,
Krypton Polska,,,,,krypton-polska.com,,,
KPMG Austria GmbH,,,,,kstp.at,,,
Kte Systems,,,,,kte-sys.com,,,
KTH Royal Institute of Technology,,,,,kth.se,,,
KUT,,,,,ktu.lt,,,
Kubicam,,,,,kubicam.com,,,
Kuebrich Ingeneurgesellschaft Mbh & Co.,,,,,kuebrich-ing.com,,,
Kukla Associates Gmbh,,,,,kuklainc.com,,,
Kullai Gondolat M_vek Bt.,,,,,kullaimuvek.hu,,,
KUNBUS,,,,,kunbus.de,,,
Kunow electronic,,,,,kunow-electronic.de,,,
Kunst Engineering,,,,,kunstech.it,,,
HS-Bremen Docent/freelancer (Kurtin,,,,,kurting.de,,,
Kv Elektronik,,,,,kvang.dk,,,
Kvaser,,,,,kvaser.com,,,
Keh,,,,,kybeh.com,,,
Kyocera Fineceramics,,,,,kyocera.de,,,
KYON,,,,,kyontracker.com,,,
KYTOLA INSTRUMENTS,,,,,kytola.com,,,
Kytron As,,,,,kytron.no,,,
L3 Communications,,,,,l-3com.com,,,
L4-Project UG,,,,,l4-project.com,,,
L Acoustics,,,,,l-acoustics.com,,,
Lacroix Electronics Solutions,,,,,lacroix-electronics.com,,,
Ladore LTD,,,,,ladore.eu,,,
laird Technology,,,,,lairdtech.com,,,
IN2P3,,,,,lal.in2p3.fr,,,
LAM,,,,,lam.fr,,,
Lames,,,,,lamesgroup.it,,,
Lanaccess Telecom SA,,,,,lanaccess.es,,,
EADS  Launch Vehicles ,,,,,lanceurs.aeromatra.com,,,
Land Air Marine Systems,,,,,landairmarine.com,,,
Landi Renzo,,,,,landi.it,,,
Headstock Distribution Ltd,,,,,laney.co.uk,,,
Langer Emv Technik,,,,,langer-emv.de,,,
Lang Laser-System,,,,,lang-laser.de,,,
Lantiq,,,,,lantiq.com,,,
LAPLACE,,,,,laplace.univ-tlse.fr,,,
La Poste,,,,,laposte.fr,,,
Laposte,,,,,laposte.net,,,
LAPP,,,,,lapp.in2p3.fr,,,
Thales Communications,,,,,larbey.org,,,
Larraioz,,,,,larraioz.com,,,
Lasertex,,,,,lasertex.eu,,,
La Tecnika Due,,,,,latecnikadue.com,,,
LATECOERE,,,,,latecoere.fr,,,
LATELEC,,,,,latelec.com,,,
Laurinolli Tapio,,,,,Laurinolli.Net,,,
LaVisionUK Ltd,,,,,lavision.com,,,
La Vision BioTec,,,,,lavisionbiotec.com,,,
Lawo AG,,,,,lawo.de,,,
LCIS,,,,,lcis.grenoble-inp.fr,,,
LDD Technology,,,,,ldd.technology,,,
Ldec,,,,,ldec.fr,,,
LDT,,,,,ldt-jena.de,,,
Leach International Europe S.A,,,,,leachint.fr,,,
Leading Edge,,,,,leading-edge.it,,,
National Electric Vehicle Sweden,,,,,leannova.se,,,
Leber Systemtechnik,,,,,leber-ingenieure.de,,,
Teledyne LeCroy,,,,,lecroy.com,,,
Ledxl,,,,,ledxl.nl,,,
Lee Technology,,,,,lee-technology.com,,,
Legrand,,,,,legrand.fr,,,
IPFN-Coimbra,,,,,lei.fis.uc.pt,,,
Leica Cameras,,,,,leica-camera.com,,,
Leica Microsystems,,,,,leica-microsystems.com,,,
Cryptera,,,,,leire.dk,,,
Leitat,,,,,leitat.org,,,
A propos de L'Embarqué,,,,,lembarque.com,,,
Selex Communications,,,,,len.it,,,
Lenze,,,,,lenze.com,,,
Leomatic,,,,,leomatic.com,,,
AptCore Ltd,,,,,leonandderinda.com,,,
Leonardo Engineers for Integration,,,,,leonardointegration.com,,,
LEONI,,,,,leoni.com,,,
Leroy Automation,,,,,leroy-autom.com,,,
levitec,,,,,levitec.de,,,
Leyland Trucks,,,,,leyland-trucks.co.uk,,,
LFoundry S.r.l,,,,,lfoundry.com,,,
Universit?t Erlangen,,,,,lfte.de,,,
Lgm Ingenierie,,,,,lgm.fr,,,
Lg Display Co Ltd,,,,,lgphilips-lcd.com,,,
Lufthansa Technik Ag,,,,,lht.dlh.de,,,
liag hannover,,,,,liag-hannover.de,,,
SAUER-DANFOSS,,,,,libero.it,,,
Liberty Global,,,,,libertyglobal.com,,,
Thales Systemes Aeroportes,,,,,libertysurf.fr,,,
Liewenthal Electronics,,,,,liewenthal.ee,,,
Life Racing,,,,,liferacing.com,,,
Liftoff,,,,,liftoff.at,,,
Light Blue Optics,,,,,lightblueoptics.com,,,
Light Guide Solutions,,,,,lightguidesolutions.com,,,
LIGHTWARE Visual Engineering,,,,,lightware.eu,,,
Lightware Ltd ,,,,,lightware.hu,,,
Ligilo,,,,,ligilo.eu,,,
LIMAB,,,,,limab.se,,,
Lime Microsystems,,,,,limemicro.com,,,
LINAK,,,,,linak.com,,,
Linaro,,,,,linaro.org,,,
linde-mh.de,,,,,linde-mh.de,,,
Linear Technology,,,,,linear.com,,,
Linear Audio,,,,,linearaudio.nl,,,
Home Use,,,,,lineone.net,,,
Max Planck Institut For Solar System Res,,,,,linmpi.mpg.de,,,
Linn,,,,,linn.co.uk,,,
Linux4biz,,,,,linux4biz.eu,,,
Laboratory of Instrumentation and Experimental Particles Physics,,,,,lip.pt,,,
Lipowsky Industrie-Elektronik,,,,,lipowsky.de,,,
li-pro.net,,,,,li-pro.net,,,
Dinst co ltd,,,,,list.ru,,,
lital,,,,,lital.it,,,
PRQA,,,,,live.co.uk,,,
ALSEMA,,,,,live.com,,,
estv,,,,,live.com.pt,,,
yalmaz,,,,,live.de,,,
Polytech Montpellier,,,,,live.fr,,,
Killourt,,,,,live.ie,,,
Private,,,,,live.nl,,,
Electronic Design Silvex,,,,,live.se,,,
??,,,,,livedoor.com,,,
L,,,,,lll.co,,,
Laboratoire Leprince-Ringuet,,,,,llr.in2p3.fr,,,
ZU,,,,,lm.uniza.sk,,,
LMS,,,,,lmsintl.com,,,
LM Technologies,,,,,lm-technologies.com,,,
LNAFIN Inc.,,,,,lnafin.com,,,
lnf,,,,,lnf.infn.it,,,
L&T Infotech,,,,,lntinfotech.com,,,
Larsen & Toubro,,,,,lnttechservices.com,,,
Elnec,,,,,local.elnec.sk,,,
Loccioni Group,,,,,loccioni.com,,,
Lockzone GmbH,,,,,lockzone.de,,,
LOEWE,,,,,loewe.de,,,
Logica,,,,,logica.com,,,
Xylon,,,,,logicbricks.com,,,
LogicBricks,,,,,logicbricks.de,,,
LOGICDATA,,,,,logicdata.net,,,
Logicdata D.O.O.,,,,,logicdata.si,,,
Logic Design Solutions,,,,,logic-design-solutions.com,,,
LOGICDEVV,,,,,logicdevv.co.uk,,,
Logic,,,,,logic-spa.com,,,
logitron,,,,,logitron.be,,,
LogiTronica,,,,,logitronica.be,,,
lombrano,,,,,lombrano.it,,,
London Chauffeured,,,,,londonchauffeured.com,,,
LONIIR,,,,,loniir.ru,,,
IN2P3,,,,,lpccaen.in2p3.fr,,,
LPNHE,,,,,lpnhe.in2p3.fr,,,
lpnhep,,,,,lpnhep.in2p3.fr,,,
lpsc,,,,,lpsc.in2p3.fr,,,
LPZ GmbH,,,,,lpz-gmbh.de,,,
Lr,,,,,lr.ttu.ee,,,
lrde,,,,,lrde.drdo.in,,,
LRE Medical,,,,,lre.de,,,
TU Munich (TUM)/EUROPRACTICE,,,,,lrz.tu-muenchen.de,,,
LS - Science in Engineering,,,,,ls-bv.de,,,
TU Munich (TUM)/EUROPRACTICE,,,,,ltm.mw.tum.de,,,
Ltronic Systems,,,,,ltronic.fi,,,
ltu,,,,,ltu.se,,,
LTX-Credence,,,,,ltxc.com,,,
Luceo Technologies,,,,,luceotec.com,,,
LUCIOM,,,,,luciom.com,,,
Inesc Tec,,,,,luisgo.dyndns.org,,,
Institute of Telecommunications,,,,,luisgo.dyndns-web.com,,,
The Curation Company,,,,,lukecollins.org,,,
Lumatec GmbH,,,,,lumatec.de,,,
Lumildes,,,,,lumildes.com,,,
Lumileds,,,,,lumileds.com,,,
Lumino GmbH,,,,,lumino.de,,,
Luminous Networks,,,,,luminous.com,,,
LUNDINGCONSULT International,,,,,lundingconsult.com,,,
Lusospace,,,,,lusospace.com,,,
Luxtron Srl,,,,,luxtron.it,,,
LVD Company NV,,,,,lvd.be,,,
LVI  AB,,,,,lvi.se,,,
LW,,,,,lw.com,,,
[not provided],,,,,lx.it.pt,,,
LXT,,,,,lxt.nl,,,
LYIT,,,,,lyit.ie,,,
Universit?t Erlangen N?rnberg,,,,,lzs.eei.uni-erlangen.de,,,
M Squared Lasers,,,,,m2lasers.com,,,
M2M,,,,,m2m-ndt.com,,,
M4Medical,,,,,m4medical.com,,,
MAATEL,,,,,maatel.fr,,,
Machines with Vision,,,,,machineswithvision.com,,,
MW,,,,,madeleine.se,,,
maf,,,,,maf.vu.lt,,,
Maf Roda,,,,,maf-france.com,,,
mhmp,,,,,mag.mepnet.cz,,,
Independant,,,,,mageos.com,,,
Magicore Systems,,,,,magicore.io,,,
MAGICS Instruments,,,,,magicsnv.com,,,
Magillem,,,,,magillem.com,,,
Maglid,,,,,maglid.com,,,
Magna International,,,,,magna.com,,,
Magnachip,,,,,magnachip.com,,,
magnaelectronics.eu,,,,,magnaelectronics.eu,,,
Magna Mana Production Bildbearbeitung GmbH,,,,,magnamana.com,,,
Magnetic Marelli,,,,,magnetimarelli.com,,,
Magson GmbH,,,,,magson.de,,,
MAHLE International,,,,,mahle.com,,,
Mahr Federal,,,,,mahr.com,,,
n/n,,,,,mail.bg,,,
????,,,,,mail.club.ne.jp,,,
mail,,,,,mail.de,,,
Universita Degli Studi Di Roma la Sapienza,,,,,mail.die.uniroma1.it,,,
TEC Akademi,,,,,mail.dk,,,
Targa Maja Lahendused,,,,,mail.ee,,,
mail.ntua.gr,,,,,mail.ntua.gr,,,
EL Design,,,,,mail.tele.dk,,,
Toyota,,,,,mail.toyota.co.jp,,,
mail,,,,,mail.uni-paderborn.de,,,
mail,,,,,mail.zih.tu-dresden.de,,,
Tpack,,,,,mail4us.dk,,,
Palma mbH,,,,,mailcatch.com,,,
Undefined,,,,,mailoo.org,,,
maintech,,,,,maintech.de,,,
Mait S.p.A.,,,,,mait.it,,,
Malberg,,,,,malberg.com.mt,,,
Malvern Instruments,,,,,malvern.com,,,
MAN,,,,,man.eu,,,
Tech. Univ. of Koszalin,,,,,man.koszalin.pl,,,
Manner,,,,,manner.fi,,,
MANN+HUMMEL Group,,,,,mann-hummel.com,,,
mapper,,,,,mapperlithography.com,,,
MAQUET,,,,,maquet.com,,,
Marben Products,,,,,marben-products.com,,,
Marco Jacobs Consulting,,,,,marcojacobs.nl,,,
Marel ehf,,,,,marel.com,,,
MARIN,,,,,marin.nl,,,
Marine Cybernetics,,,,,marinecyb.com,,,
Marini Impianti Industriali,,,,,mariniimpianti.it,,,
maris TechCon Dr. Markus Riester,,,,,maristechcon.com,,,
Markem-Imaje,,,,,markem-imaje.com,,,
marketargeting,,,,,marketargeting.com,,,
Mark's Recording Studio A/S,,,,,marks-studio.dk,,,
WEKA Fachzeitschriften-Verlag GmbH,,,,,markt-technik.de,,,
Marposs,,,,,marposs.com,,,
Martin-Baker,,,,,martin-baker.co.uk,,,
Martin Eisele,,,,,martineisele.de,,,
EDASLD Consulting,,,,,martinmeindl.de,,,
Masdar Institute,,,,,masdar.ac.ae,,,
Maserati SpA,,,,,maserati.com,,,
MASERMIC,,,,,maser-mic.com,,,
masisconvi,,,,,masisconvi.com,,,
MASS,,,,,mass.co.uk,,,
NSI,,,,,masternaut.com,,,
Oxford Materials,,,,,materials.ox.ac.uk,,,
conference Series llc LTD,,,,,materialsconferences.com,,,
Institute of Mathematics and Informatics of BAS,,,,,math.bas.bg,,,
MathEmbedded,,,,,mathembedded.com,,,
maths,,,,,maths.gla.ac.uk,,,
MathWorks,,,,,mathworks.co.uk,,,
MathWorks,,,,,mathworks.de,,,
MathWorks,,,,,mathworks.nl,,,
Matra Electronique,,,,,matra-electronique.fr,,,
Matrix Electronica SL,,,,,matrix.es,,,
MATRIX VISION,,,,,matrix-vision.com,,,
MATRIX VISION,,,,,matrix-vision.de,,,
MATRIXX Software,,,,,matrixx.com,,,
Matrox,,,,,matrox.com,,,
Scieq,,,,,matthias.scieq.net,,,
"Mattson Thermal Products, GmbH",,,,,mattson.com,,,
Helmut Mauell GmbH,,,,,mauell.com,,,
Mauna Kea Technologies,,,,,maunakeatech.com,,,
maurer electronics,,,,,maurer-electronics.de,,,
Maxeler Technologies,,,,,maxeler.com,,,
Maxion Wheels,,,,,maxionwheels.com,,,
MaxLinear,,,,,maxlinear.com,,,
Mayr,,,,,mayr.de,,,
MAZ Brandenburg,,,,,mazbr.de,,,
Mazda,,,,,mazda.co.jp,,,
Mazda,,,,,mazdaeur.com,,,
MAZeT,,,,,mazet.de,,,
Mb Automation Ltd,,,,,mbautomation.co.uk,,,
Müller-BBM AST,,,,,mbbm.com,,,
Eads Aerospatiale Matra Missiles,,,,,mbda.fr,,,
mbda,,,,,mbda.it,,,
MBE Systems,,,,,mbesystems.com,,,
mbigroup,,,,,mbigroup.it,,,
MBS-Werbung GmbH,,,,,mbs-werbung.de,,,
MBtech,,,,,mbtech-group.com,,,
M-Cast Inc,,,,,mcast.edu.mt,,,
Microelectronic Circuits Centre Ireland,,,,,mcci.ie,,,
McKinsey & Company,,,,,mckinsey.com,,,
mcl,,,,,mcl.at,,,
McLaren,,,,,mclaren.com,,,
login,,,,,mclink.it,,,
MCPower,,,,,mcpower.it,,,
mCUB,,,,,mcub.se,,,
Promax Electronica S.A,,,,,mcwired.com,,,
Royal Institute of Technology (KTH),,,,,md.kth.se,,,
md-elektronik,,,,,md-elektronik.de,,,
"FlashComm Unified Signal, SA",,,,,mdmarketing.e.telefonica.net,,,
MD Taylor,,,,,mdtaylor.co.uk,,,
mdu-sa.com,,,,,mdu-sa.com,,,
SGA,,,,,me.com,,,
Universitaet Bremen,,,,,me.uni-bremen.de,,,
"Mitsubishi Electric Automotive Europe, Technical Center",,,,,meae.mee.com,,,
Mechanical Men Sweden AB,,,,,mechanicalmen.net,,,
Mechanical Men AB,,,,,mechanicalmen.se,,,
Universität Stuttgart,,,,,mechbau.uni-stuttgart.de,,,
Mecmesin,,,,,mecmesin.com,,,
Mect,,,,,mect.it,,,
Medaustron,,,,,medaustron.at,,,
Medec Benelux,,,,,medecbenelux.be,,,
Med-El Elektromedizinische Geraete,,,,,medel.com,,,
MediaLog,,,,,medialog.co.kr,,,
Mediane Systeme,,,,,medianesysteme.com,,,
mediaresearch,,,,,mediaresearch.cz,,,
"Mediatek, Inc",,,,,mediatek.com,,,
mediola,,,,,mediola.com,,,
Mediroll Ltd.,,,,,mediroll.hu,,,
Mediso,,,,,mediso.com,,,
Medtronic,,,,,medtronic.com,,,
Kunbus,,,,,meeh.us,,,
DMI,,,,,mega3.tv,,,
Megasystems Automatisierungssysteme GmbH,,,,,megasystems.com,,,
Meggitt,,,,,meggitt.com,,,
Marine Den Helder,,,,,meijne.eu,,,
Melchioni,,,,,melchioni.it,,,
Melerit Medical,,,,,melerit.se,,,
Melexis Microelectronic Systems,,,,,melexis.com,,,
Melita Cable plc,,,,,melitacable.com,,,
Melitech Design,,,,,melitech-design.com,,,
OV-K Micro Systems Skarbimierz Meller,,,,,meller.org.pl,,,
MEMSIC,,,,,memsic.com,,,
MEN Mikro Elektronik,,,,,men.de,,,
Menck GmbH,,,,,menck.com,,,
Menta - Embedded Programmable Logic,,,,,menta.efpga.com,,,
Menta - Embedded Programmable Logic,,,,,menta.fr,,,
Mentor Graphics Corporation,,,,,mentor.com,,,
Mentor Graphics / Meta Systems,,,,,mentorg.com,,,
mentorite,,,,,mentorite.com,,,
Meomax,,,,,meomax.com,,,
mercedes amg hpp,,,,,mercedes-amg-hpp.com,,,
Mercer,,,,,mercer.com,,,
Merck,,,,,merckgroup.com,,,
Merkle & Partner GbR,,,,,merkle-partner.de,,,
MERMEC,,,,,mermecgroup.com,,,
Merus Audio,,,,,merus-audio.com,,,
Technische Universität Darmstadt,,,,,mes.tu-darmstadt.de,,,
MESCO Engineering GmbH,,,,,mesco.de,,,
Meseda,,,,,meseda.com,,,
Mesotic,,,,,mesotic.com,,,
MES,,,,,mes-sa.com,,,
Message Consulting,,,,,messageconsulting.co.uk,,,
Messner Emtronic,,,,,messner-emtronic.de,,,
Messuille Oy,,,,,messuille.fi,,,
metalscan,,,,,metalscan.fr,,,
Metaswitch Networks,,,,,metaswitch.com,,,
Comune di San Benedetto del Tronto,,,,,met-informatica.it,,,
Metroic,,,,,metroic.com,,,
Citidene Consultants,,,,,metronet.co.uk,,,
Metropolis International Group,,,,,metropolis.co.uk,,,
Metso,,,,,metso.com,,,
mf,,,,,mf.tu-berlin.de,,,
MFA,,,,,mfa.kfki.hu,,,
M-Fact,,,,,m-fact.com,,,
MGI,,,,,mgi-fr.com,,,
mgu,,,,,mgu.bg,,,
Hannover Medical School,,,,,mh-hannover.de,,,
Telecommunication Systems Research Institute,,,,,mhl.tuc.gr,,,
Budapesti Muszaki Es Gazdasagtudomanyi Egyetem,,,,,mht.bme.hu,,,
Univ degli studi,,,,,mi.infn.it,,,
Universita` Milano Bicocca,,,,,mib.infn.it,,,
MIBA Systems,,,,,mibasystems.com,,,
Michelin,,,,,michelin.com,,,
Michell Instruments,,,,,michell.com,,,
Micma GmbH,,,,,micma.de,,,
Micon,,,,,micon.bg,,,
miControl,,,,,micontrol.de,,,
TRINAMIC Microchips GmbH,,,,,microchips.de,,,
Microcircuit Technologies,,,,,microcircuit.co.uk,,,
M. D. Micro Detectors,,,,,microdetectors.com,,,
Dresden Microdisplay,,,,,microdisplay.biz,,,
microdul,,,,,microdul.com,,,
MicroEJ,,,,,microej.com,,,
Microelit,,,,,microelit.it,,,
MICROFOX SRL,,,,,microfox-it.com,,,
MicroFuzzy,,,,,microfuzzy.com,,,
Microinnovations,,,,,microinnovations.co.uk,,,
microio,,,,,microio.pt,,,
Micro-Key,,,,,microkey.nl,,,
Microlab,,,,,microlab.ntua.gr,,,
Microlab,,,,,microlabprogetti.com,,,
Microlise,,,,,microlise.com,,,
Microlog,,,,,microlog.it,,,
Micromove,,,,,micromove.eu,,,
Micron Semiconductor GmbH,,,,,micron.com,,,
TDK-Micronas GmbH,,,,,micronas.com,,,
Micron Engineering,,,,,micronengineering.it,,,
Micronic Mydata,,,,,micronic.se,,,
Micronic Mydata,,,,,micronic-mydata.com,,,
Micronics,,,,,micronics.gr,,,
MicroNova,,,,,micronova.de,,,
Micron-X,,,,,micronx.fr,,,
MICROPROSS,,,,,micropross.com,,,
Vitesse Semiconductor,,,,,microsemi.com,,,
Microsensory,,,,,microsensory.com,,,
Microsensys GmbH,,,,,microsensys.de,,,
Microsistemisrl,,,,,microsistemisrl.it,,,
microstaxx,,,,,microstaxx.de,,,
micro systeme,,,,,micro-systeme.de,,,
Micro Systems,,,,,micro-systems.it,,,
microTOOL,,,,,microtool.de,,,
Micru Silicon Design House Rudolf Reichard,,,,,micru.de,,,
Mier Comunicaciones,,,,,mier.es,,,
mikro,,,,,mikro.uni-stuttgart.de,,,
mikron,,,,,mikron.de,,,
Mikronika,,,,,mikronika.com.pl,,,
Mikroprojekt,,,,,mikroprojekt.hr,,,
Mikrotron,,,,,mikrotron.de,,,
Danish Navy Technical School,,,,,mil.dk,,,
Försvarsmakten,,,,,mil.se,,,
MILESYS,,,,,milesys.fr,,,
Airbus Defence and Space SA,,,,,military.airbus.com,,,
Millbrook Proving Ground,,,,,millbrook.co.uk,,,
Millgate Computer Systems Ltd,,,,,millgate.co.uk,,,
Mimos Berhad,,,,,mimos.my,,,
Minalogic,,,,,minalogic.com,,,
cime nanotech Centre interuniversitaire de microélectronique et nanotechnologies ,,,,,minatec.grenoble-inp.fr,,,
Ministry of Defense,,,,,mindef.nl,,,
Mindspeed,,,,,mindspeed.com,,,
MindWay,,,,,mindway-design.com,,,
Ministry of Industry and Trade,,,,,minprom.gov.ru,,,
MINRES Technologies,,,,,minres.com,,,
miouyouyou,,,,,miouyouyou.fr,,,
MIPS,,,,,mips.com,,,
Mipsi,,,,,mipsi.com,,,
MIRA,,,,,mira.co.uk,,,
MIRES CONTROL,,,,,mires.cz,,,
Mirics,,,,,mirics.com,,,
Mirifica,,,,,mirifica.it,,,
Mirion Technologies,,,,,mirion.com,,,
Missing Link Electronics,,,,,missinglinkelectronics.com,,,
Mistbase,,,,,mistbase.com,,,
Supertex,,,,,mistral.co.uk,,,
Mitsuba,,,,,mitsuba.it,,,
mixed-mode.de,,,,,mixed-mode.de,,,
m kosh,,,,,m-kosh.biz,,,
M.Lew Labs,,,,,mlewlabs.com.pl,,,
Martin Maurer - Embedded and Communication Systems,,,,,mmeacs.de,,,
micro management srl,,,,,mmicro.it,,,
M-Motion,,,,,m-motion.com,,,
M&M Software GmbH,,,,,mm-software.com,,,
MM Solutions,,,,,mm-sol.com,,,
Ingenieur Buero Hoefer,,,,,mnet-online.de,,,
mobile devices,,,,,mobile-devices.fr,,,
"Comércio de Artigos de Telecomunicações e Informática, Lda.",,,,,mobiline.pt,,,
Mobitel,,,,,mobitel.si,,,
[not provided],,,,,mobnets.rwth-aachen.de,,,
frefre,,,,,mochoko.com,,,
modbus,,,,,modbus.pl,,,
